Date,close,open,high,low,change,volume
2011-11-28,23820,540,23595,23835,23570,53894000000
2011-11-29,24475,655,24060,24475,23930,134610000000
2011-11-30,24340,-135,24380,24435,24215,205118000000
2011-12-01,25330,990,25300,25490,25185,283660000000
2011-12-02,25340,10,25325,25410,25210,235598000000
2011-12-05,25415,75,25500,25500,25240,76229000000
2011-12-06,25120,-295,25340,25395,25005,40618000000
2011-12-07,25330,210,25250,25420,25190,72727000000
2011-12-08,25240,-90,25270,25405,25010,142567000000
2011-12-09,24595,-645,24875,24940,24580,100245000000
2011-12-12,24990,395,24995,25045,24860,120842000000
2011-12-13,24500,-490,24740,24740,24470,56074000000
2011-12-14,24425,-75,24415,24530,24295,97271000000
2011-12-15,23820,-605,24150,24160,23760,190621000000
2011-12-16,24085,265,23930,24095,23880,182888000000
2011-12-19,23355,-730,24040,24040,22900,226350000000
2011-12-20,23525,170,23415,23620,23380,154552000000
2011-12-21,24265,740,24145,24360,24040,78038000000
2011-12-22,24270,5,24265,24270,24125,120792000000
2011-12-23,24575,305,24475,24685,24465,101659000000
2011-12-26,24425,-150,24640,24660,24365,99411000000
2011-12-27,24195,-230,24420,24550,23695,98141000000
2011-12-28,24200,5,24250,24285,24110,84460000000
2011-12-29,24220,20,24080,24325,23970,45136000000
2012-01-02,24270,50,24260,24385,24080,41436000000
2012-01-03,25035,765,24500,25050,24355,131481000000
2012-01-04,24890,-145,25185,25195,24890,225850000000
2012-01-05,24845,-45,24925,25020,24790,104290000000
2012-01-06,24500,-345,24840,24860,24185,87713000000
2012-01-09,24185,-315,24370,24370,24000,145909000000
2012-01-10,24600,415,24345,24725,24335,140580000000
2012-01-11,24540,-60,24710,24725,24460,75413000000
2012-01-12,24720,180,24560,24755,24400,43084000000
2012-01-13,25000,280,24730,25055,24705,101712000000
2012-01-16,24735,-265,24800,24810,24500,72588000000
2012-01-17,25230,495,24950,25230,24925,80252000000
2012-01-18,25210,-20,25230,25300,25085,81056000000
2012-01-19,25590,380,25380,25610,25380,128184000000
2012-01-20,26100,510,25690,26175,25655,120293000000
2012-01-25,26190,90,26100,26485,26060,180392000000
2012-01-26,26215,25,26360,26360,26145,50385000000
2012-01-27,26255,40,26350,26350,26110,80636000000
2012-01-30,25960,-295,26150,26225,25935,67024000000
2012-01-31,26100,140,25970,26220,25870,46394000000
2012-02-01,26130,30,26030,26320,25910,44788000000
2012-02-02,26425,295,26400,26605,26390,61744000000
2012-02-03,26295,-130,26425,26455,26200,56670000000
2012-02-06,26330,35,26590,26630,26245,44395000000
2012-02-07,26375,45,26370,26485,26300,71179000000
2012-02-08,26675,300,26425,26695,26410,95396000000
2012-02-09,26790,115,26675,26790,26310,105576000000
2012-02-10,26495,-295,26780,26780,26400,61194000000
2012-02-13,26645,150,26525,26770,26500,67023000000
2012-02-14,26620,-25,26630,26675,26515,58628000000
2012-02-15,26955,335,26675,26985,26675,84762000000
2012-02-16,26600,-355,26770,26770,26580,88531000000
2012-02-17,26960,360,26910,27060,26885,90282000000
2012-02-20,27035,75,27240,27320,27020,97166000000
2012-02-21,27040,5,27020,27115,26780,47282000000
2012-02-22,27040,0,27005,27080,26860,48854000000
2012-02-23,26810,-230,26800,26905,26700,39233000000
2012-02-24,26925,115,26830,26960,26655,55166000000
2012-02-27,26570,-355,26900,26900,26505,65680000000
2012-02-28,26775,205,26690,26800,26615,82386000000
2012-02-29,27070,295,26880,27140,26880,85739000000
2012-03-02,27105,35,27165,27290,27090,68140000000
2012-03-05,26855,-250,27105,27125,26785,61779000000
2012-03-06,26620,-235,26855,26960,26480,132976000000
2012-03-07,26400,-220,26390,26465,26170,95167000000
2012-03-08,26700,300,26570,26720,26345,102369000000
2012-03-09,26935,235,26925,27050,26700,52052000000
2012-03-12,26780,-155,26830,26990,26740,51041000000
2012-03-13,27090,310,26885,27220,26885,80803000000
2012-03-14,27395,305,27380,27580,27370,169571000000
2012-03-15,27390,-5,27390,27480,27320,102830000000
2012-03-16,27285,-105,27535,27550,27255,42727000000
2012-03-19,27410,125,27270,27485,27240,57279000000
2012-03-20,27325,-85,27530,27530,27230,56248000000
2012-03-21,27165,-160,27245,27325,27020,49247000000
2012-03-22,27185,20,27100,27225,27035,57498000000
2012-03-23,27150,-35,27100,27185,26970,35432000000
2012-03-26,27125,-25,27280,27385,27040,57175000000
2012-03-27,27420,295,27420,27480,27310,78897000000
2012-03-28,27360,-60,27365,27410,27300,73097000000
2012-03-29,27090,-270,27240,27250,27020,70587000000
2012-03-30,27025,-65,27055,27110,26940,82114000000
2012-04-02,27250,225,27105,27285,27050,43156000000
2012-04-03,27640,390,27415,27655,27385,89325000000
2012-04-04,27345,-295,27550,27600,27295,163728000000
2012-04-05,27415,70,27135,27425,27000,99481000000
2012-04-06,27380,-35,27420,27450,27300,91258000000
2012-04-09,27025,-355,27215,27215,26965,76201000000
2012-04-10,26980,-45,27030,27205,26960,129482000000
2012-04-12,26855,-125,26990,26990,26620,108357000000
2012-04-13,27090,235,27070,27190,26965,119310000000
2012-04-16,26880,-210,26860,26945,26745,106896000000
2012-04-17,26800,-80,26910,26935,26730,77385000000
2012-04-18,27045,245,27150,27195,27025,54222000000
2012-04-19,27005,-40,26920,27105,26920,81805000000
2012-04-20,26640,-365,26890,26890,26600,129171000000
2012-04-23,26620,-20,26610,26705,26500,166716000000
2012-04-24,26485,-135,26400,26600,26350,100890000000
2012-04-25,26490,5,26660,26720,26490,107420000000
2012-04-26,26580,90,26675,26720,26475,67184000000
2012-04-27,26440,170,26480,26530,26335,67527000000
2012-04-30,26565,125,26600,26650,26495,121444000000
2012-05-02,26770,205,26700,26775,26645,50959000000
2012-05-03,26720,-50,26725,26740,26675,92571000000
2012-05-04,26550,-170,26620,26635,26510,37523000000
2012-05-07,26070,-480,26240,26245,26035,88281000000
2012-05-08,26245,175,26220,26265,26165,153808000000
2012-05-09,26035,-210,26080,26175,25985,33468000000
2012-05-10,25945,-90,25950,26005,25830,101085000000
2012-05-11,25495,-450,25940,25940,25495,149496000000
2012-05-14,25505,10,25520,25590,25380,171500000000
2012-05-15,25390,-115,25320,25450,25185,78528000000
2012-05-16,24560,-830,25210,25210,24560,138542000000
2012-05-17,24550,-10,24560,24720,24425,182380000000
2012-05-18,23740,-810,24195,24200,23660,161780000000
2012-05-21,23985,245,23905,24055,23855,172094000000
2012-05-22,24405,420,24380,24410,24175,84451000000
2012-05-23,24120,-285,24300,24300,23925,110329000000
2012-05-24,24205,85,24100,24205,23970,71148000000
2012-05-25,24325,120,24300,24435,24160,31339000000
2012-05-29,24705,380,24305,24715,24205,30367000000
2012-05-30,24555,-150,24705,24715,24340,101514000000
2012-05-31,24505,-50,24200,24505,24100,86068000000
2012-06-01,24435,-70,24480,24505,24195,60426000000
2012-06-04,23825,-610,23950,23950,23660,59333000000
2012-06-05,24065,240,23950,24135,23945,71842000000
2012-06-07,24685,620,24590,24775,24540,59313000000
2012-06-08,24555,-130,24720,24790,24515,142481000000
2012-06-11,24980,425,24910,25015,24910,58917000000
2012-06-12,24795,-185,24480,24850,24480,57860000000
2012-06-13,24885,90,24970,24975,24740,57636000000
2012-06-14,24965,80,24930,24965,24815,57113000000
2012-06-15,24820,-145,25020,25030,24680,75033000000
2012-06-18,25270,450,25210,25435,25185,77295000000
2012-06-19,25280,10,25215,25305,25130,96801000000
2012-06-20,25415,135,25500,25525,25340,52240000000
2012-06-21,25210,-205,25345,25385,25110,81515000000
2012-06-22,24515,-695,24900,24990,24485,112190000000
2012-06-25,24175,-340,24515,24520,24030,245109000000
2012-06-26,24055,-120,24075,24200,24005,178708000000
2012-06-27,24075,20,24080,24140,23775,133336000000
2012-06-28,24100,25,24195,24230,23930,144007000000
2012-06-29,24595,495,24010,24595,23875,91781000000
2012-07-02,24560,-35,24770,24800,24560,62115000000
2012-07-03,24755,195,24620,24835,24620,49768000000
2012-07-04,24875,120,24925,24970,24830,108358000000
2012-07-05,24835,-40,24840,24900,24735,65623000000
2012-07-06,24575,-260,24860,24905,24500,43629000000
2012-07-09,24290,-285,24325,24405,24235,29516000000
2012-07-10,24190,-100,24300,24425,24130,42949000000
2012-07-11,24140,-50,24150,24180,24020,58257000000
2012-07-12,23675,-465,24160,24215,23675,129409000000
2012-07-13,23975,300,23735,24100,23535,225123000000
2012-07-16,24045,70,24150,24150,23900,75105000000
2012-07-17,24105,60,23975,24355,23840,53666000000
2012-07-18,23790,-315,24190,24230,23680,105709000000
2012-07-19,24145,355,24050,24300,24000,92284000000
2012-07-20,24175,30,24205,24270,24100,104663000000
2012-07-23,23715,-460,23860,23900,23555,90516000000
2012-07-24,23780,65,23695,23810,23620,172710000000
2012-07-25,23490,-290,23355,23705,23285,99069000000
2012-07-26,23640,150,23555,23720,23420,88558000000
2012-07-27,24340,700,24100,24340,24015,67130000000
2012-07-30,24555,235,24550,24630,24495,172963000000
2012-07-31,25075,520,24550,25385,24525,278152000000
2012-08-01,25090,15,24870,25200,24870,252219000000
2012-08-02,24940,-150,25150,25160,24865,89082000000
2012-08-03,24605,-335,24600,24845,24525,80388000000
2012-08-06,25115,510,25100,25285,25040,74015000000
2012-08-07,25165,50,25160,25230,25055,158859000000
2012-08-08,25395,230,25265,25660,25245,152893000000
2012-08-09,25940,545,25450,26065,25440,301961000000
2012-08-10,25995,55,25890,26050,25860,268387000000
2012-08-13,25805,-190,25995,25995,25795,64648000000
2012-08-14,26110,305,25940,26170,25890,101040000000
2012-08-16,26120,10,26100,26180,26005,66031000000
2012-08-17,25950,-170,26240,26245,25895,95195000000
2012-08-20,25920,-30,25950,26000,25800,84284000000
2012-08-21,25865,-55,25960,26150,25840,102576000000
2012-08-22,25720,-145,25840,25925,25505,61312000000
2012-08-23,25815,95,25720,25845,25575,114979000000
2012-08-24,25490,-325,25580,25585,25430,85131000000
2012-08-27,25395,-95,25260,25515,25205,216480000000
2012-08-28,25335,-60,25400,25500,25255,51379000000
2012-08-29,25480,145,25405,25500,25330,33373000000
2012-08-30,25145,-335,25400,25430,25010,114722000000
2012-08-31,25075,-70,25000,25205,24980,132516000000
2012-09-03,25160,85,25110,25340,24785,102435000000
2012-09-04,25075,-85,25135,25230,25065,97148000000
2012-09-05,24605,-470,24915,24950,24605,184488000000
2012-09-06,24705,100,24710,24840,24610,227979000000
2012-09-07,25445,740,25225,25465,25215,60434000000
2012-09-10,25395,-50,25530,25580,25395,140054000000
2012-09-11,25285,-110,25395,25395,25190,93415000000
2012-09-12,25730,445,25440,25790,25430,94981000000
2012-09-13,25750,20,25705,25790,25540,183432000000
2012-09-14,26560,810,26270,26645,26265,148938000000
2012-09-17,26460,-100,26550,26615,26425,236479000000
2012-09-18,26465,5,26445,26520,26355,105005000000
2012-09-19,26530,65,26440,26645,26345,79946000000
2012-09-20,26305,-225,26380,26490,26280,70023000000
2012-09-21,26390,85,26445,26500,26315,143267000000
2012-09-24,26400,10,26360,26425,26060,110573000000
2012-09-25,26305,-95,26240,26415,26240,143002000000
2012-09-26,26070,-235,26085,26160,25935,104117000000
2012-09-27,26265,195,25995,26295,25935,82776000000
2012-09-28,26310,45,26360,26380,26215,128388000000
2012-10-02,26285,-25,26280,26380,26260,41636000000
2012-10-04,26240,-45,26305,26335,26065,87269000000
2012-10-05,26260,20,26390,26465,26250,82342000000
2012-10-08,26080,-180,26250,26260,26015,65017000000
2012-10-09,26095,15,26060,26245,26035,95300000000
2012-10-10,25590,-505,25810,26075,25590,141416000000
2012-10-11,25360,-230,25400,25575,25160,256033000000
2012-10-12,25290,-70,25435,25455,25230,175957000000
2012-10-15,25205,-85,25260,25395,25155,67615000000
2012-10-16,25465,260,25420,25490,25340,69170000000
2012-10-17,25630,165,25620,25805,25570,70265000000
2012-10-18,25780,150,25710,25810,25690,67009000000
2012-10-19,25575,-205,25720,25780,25525,89378000000
2012-10-22,25460,-115,25210,25510,25045,106803000000
2012-10-23,25255,-205,25470,25520,25255,74771000000
2012-10-24,25040,-215,25020,25185,24930,118776000000
2012-10-25,25200,160,24955,25200,24890,98739000000
2012-10-26,24765,-435,25115,25165,24765,150485000000
2012-10-29,24830,65,24870,24960,24770,159319000000
2012-10-30,24885,55,24850,25145,24840,48035000000
2012-10-31,25100,215,25070,25170,24980,64547000000
2012-11-01,24840,-260,24985,24985,24710,78264000000
2012-11-02,25135,295,25110,25185,25065,125282000000
2012-11-05,25005,-130,25010,25105,24950,128027000000
2012-11-06,25280,275,25035,25295,25000,65399000000
2012-11-07,25415,135,25330,25415,25110,87072000000
2012-11-08,25015,-400,25140,25165,24960,97017000000
2012-11-09,24870,-145,24800,24945,24555,158730000000
2012-11-12,24855,-15,24800,24895,24740,108357000000
2012-11-13,24715,-140,24885,24900,24620,91043000000
2012-11-14,24820,105,24760,24820,24645,112740000000
2012-11-15,24510,-310,24550,24565,24410,168601000000
2012-11-16,24375,-135,24450,24525,24370,160641000000
2012-11-19,24635,260,24470,24750,24460,94869000000
2012-11-20,24835,200,24910,24910,24775,103651000000
2012-11-21,24760,-75,24900,24955,24680,59637000000
2012-11-22,25005,245,24885,25075,24880,55741000000
2012-11-23,25185,180,25000,25185,24980,157668000000
2012-11-26,25145,-40,25230,25275,25110,85007000000
2012-11-27,25395,250,25235,25455,25220,78199000000
2012-11-28,25250,-145,25250,25295,25170,165442000000
2012-11-29,25520,270,25385,25555,25360,83179000000
2012-11-30,25555,35,25505,25670,25450,127971000000
2012-12-03,25590,35,25555,25690,25535,48074000000
2012-12-04,25520,-70,25505,25550,25420,40114000000
2012-12-05,25695,175,25485,25745,25480,45076000000
2012-12-06,25755,60,25705,25835,25680,71018000000
2012-12-07,25905,150,25795,25960,25790,55332000000
2012-12-10,25945,40,25985,26080,25905,61724000000
2012-12-11,26025,80,25950,26025,25925,62683000000
2012-12-12,26215,190,26125,26215,26100,80594000000
2012-12-13,26500,285,26215,26530,26210,94952000000
2012-12-14,26590,90,26385,26630,26335,124458000000
2012-12-17,26330,-260,26540,26590,26330,150064000000
2012-12-18,26455,125,26420,26490,26220,69657000000
2012-12-20,26450,-5,26485,26615,26450,77837000000
2012-12-21,26215,-235,26590,26590,26215,144214000000
2012-12-24,26320,105,26270,26350,26235,111801000000
2012-12-26,26345,25,26405,26590,26330,196549000000
2012-12-27,26480,135,26340,26505,26260,144730000000
2012-12-28,26610,130,26485,26680,26480,78080000000
2013-01-02,27130,520,26805,27175,26805,118149000000
2013-01-03,27035,-95,27310,27380,27035,214105000000
2013-01-04,26870,-165,27060,27080,26825,137521000000
2013-01-07,26885,15,26895,26930,26685,119468000000
2013-01-08,26600,-285,26755,26860,26600,104985000000
2013-01-09,26500,-100,26655,26765,26490,130155000000
2013-01-10,26735,235,26545,26800,26440,139678000000
2013-01-11,26585,-150,26915,26935,26385,185259000000
2013-01-14,26720,135,26560,26750,26445,138809000000
2013-01-15,26445,-275,26700,26895,26435,93577000000
2013-01-16,26255,-190,26530,26600,26200,134282000000
2013-01-17,26300,45,26385,26425,26135,136344000000
2013-01-18,26405,105,26505,26545,26250,140520000000
2013-01-21,26400,-5,26410,26530,26195,230996000000
2013-01-22,26530,130,26410,26580,26340,118683000000
2013-01-23,26320,-210,26570,26695,26320,114516000000
2013-01-24,26080,-240,26300,26350,26065,234319000000
2013-01-25,25795,-285,26130,26150,25735,284185000000
2013-01-28,25755,-40,25780,25830,25655,290335000000
2013-01-29,25975,220,25815,26015,25780,126116000000
2013-01-30,26090,115,26035,26175,25895,141804000000
2013-01-31,26040,-50,26000,26065,25935,106429000000
2013-02-01,25990,-50,26050,26175,25780,191764000000
2013-02-04,25925,-65,26115,26150,25920,203243000000
2013-02-05,25705,-220,25780,25805,25590,249294000000
2013-02-06,25675,-30,25790,25800,25670,180499000000
2013-02-07,25670,-5,25705,25845,25615,147974000000
2013-02-08,25945,275,25630,26030,25600,113134000000
2013-02-12,25900,-45,25990,26045,25890,125706000000
2013-02-13,26415,515,26020,26415,25995,140017000000
2013-02-14,26500,85,26415,26580,26350,189521000000
2013-02-15,26445,-55,26500,26520,26395,96423000000
2013-02-18,26435,-10,26400,26520,26300,103444000000
2013-02-19,26510,75,26450,26595,26400,113852000000
2013-02-20,27080,570,26620,27090,26600,196931000000
2013-02-21,26955,-125,26975,27045,26910,305639000000
2013-02-22,26995,40,26875,27175,26855,153456000000
2013-02-25,26890,-105,27005,27085,26880,94207000000
2013-02-26,26770,-120,26730,26850,26645,125294000000
2013-02-27,26795,25,26820,26885,26705,111314000000
2013-02-28,27060,265,26960,27185,26950,206359000000
2013-03-04,26825,-235,27030,27105,26795,181219000000
2013-03-05,26905,80,26930,27165,26905,117955000000
2013-03-06,26890,-15,27130,27195,26865,186577000000
2013-03-07,26680,-210,26875,26930,26650,173744000000
2013-03-08,26665,-15,26685,26765,26570,215870000000
2013-03-11,26630,-35,26635,26740,26385,197088000000
2013-03-12,26405,-225,26725,26745,26405,153824000000
2013-03-13,26505,100,26410,26565,26370,221121000000
2013-03-14,26590,85,26495,26590,26195,291793000000
2013-03-15,26325,-265,26650,26685,26275,270970000000
2013-03-18,26095,-230,26175,26270,26025,347245000000
2013-03-19,26190,95,26180,26365,26135,202876000000
2013-03-20,25965,-225,26115,26165,25935,185756000000
2013-03-21,25790,-175,26065,26085,25780,344963000000
2013-03-22,25735,-55,25795,25835,25715,360867000000
2013-03-25,26175,440,25965,26275,25950,198598000000
2013-03-26,26240,65,26200,26350,26135,152955000000
2013-03-27,26425,185,26380,26500,26065,147197000000
2013-03-28,26455,30,26425,26490,26340,90313000000
2013-03-29,26560,105,26555,26735,26555,156755000000
2013-04-01,26485,-75,26600,26610,26465,41644000000
2013-04-02,26260,-225,26460,26520,26080,115110000000
2013-04-03,26200,-60,26355,26355,26060,119185000000
2013-04-04,25865,-335,26025,26040,25710,334423000000
2013-04-05,25460,-405,25720,25800,25390,540342000000
2013-04-08,25480,20,25550,25640,25430,318637000000
2013-04-09,25455,-25,25480,25725,25270,191255000000
2013-04-10,25620,165,25610,25755,25470,205384000000
2013-04-11,25845,225,25760,25845,25520,119764000000
2013-04-12,25350,-495,25850,25885,25305,162225000000
2013-04-15,25405,55,25275,25510,25170,370529000000
2013-04-16,25340,-65,25140,25500,25005,232069000000
2013-04-17,25340,0,25430,25515,25130,220647000000
2013-04-18,25000,-340,25160,25295,25000,179346000000
2013-04-19,25085,85,24990,25175,24860,195189000000
2013-04-22,25305,220,25070,25355,24965,110909000000
2013-04-23,25235,-70,25290,25305,25035,152158000000
2013-04-24,25430,195,25350,25495,25205,179145000000
2013-04-25,25570,140,25455,25595,25405,172392000000
2013-04-26,25535,-35,25560,25605,25475,140384000000
2013-04-29,25265,-75,25340,25350,25145,137077000000
2013-04-30,25590,325,25400,25660,25330,195277000000
2013-05-02,25450,-140,25500,25580,25420,169241000000
2013-05-03,25560,110,25600,25625,25400,99492000000
2013-05-06,25470,-90,25705,25860,25470,115863000000
2013-05-07,25425,-45,25510,25525,25350,95278000000
2013-05-08,25400,-25,25475,25560,25330,103449000000
2013-05-09,25765,365,25435,25820,25435,177969000000
2013-05-10,25240,-525,25735,25735,25225,329833000000
2013-05-13,25320,80,25210,25320,25070,263718000000
2013-05-14,25620,300,25320,25695,25320,126089000000
2013-05-15,25625,5,25655,25665,25505,149188000000
2013-05-16,25850,225,25660,26005,25660,150209000000
2013-05-20,25850,0,25880,25945,25800,192105000000
2013-05-21,25835,-15,25950,26080,25800,72839000000
2013-05-22,25990,155,25935,26100,25910,88227000000
2013-05-23,25640,-350,25850,25920,25640,169733000000
2013-05-24,25680,40,25735,25785,25525,201821000000
2013-05-27,25800,120,25650,25895,25625,103173000000
2013-05-28,25895,95,25840,25975,25735,187205000000
2013-05-29,26095,200,25970,26200,25930,107584000000
2013-05-30,26115,20,26060,26215,26055,225632000000
2013-05-31,26135,20,26170,26310,26135,139096000000
2013-06-03,26040,-95,26050,26130,26000,132307000000
2013-06-04,26000,-40,26160,26160,25850,149300000000
2013-06-05,25645,-355,25950,26025,25645,190930000000
2013-06-07,25100,-545,25575,25900,25100,381309000000
2013-06-10,25225,125,25165,25250,25085,511066000000
2013-06-11,25045,-180,25265,25270,24885,212455000000
2013-06-12,24835,-210,24930,25050,24815,169372000000
2013-06-13,24495,-340,24835,24840,24480,495823000000
2013-06-14,24515,20,24610,24690,24430,539519000000
2013-06-17,24495,-20,24550,24710,24445,240912000000
2013-06-18,24690,195,24550,24690,24380,148097000000
2013-06-19,24570,-120,24695,24720,24470,170588000000
2013-06-20,23980,-590,24315,24320,23940,244684000000
2013-06-21,23615,-365,23600,23660,23445,345845000000
2013-06-24,23390,-225,23660,23660,23375,269700000000
2013-06-25,23220,-170,23330,23575,23100,232279000000
2013-06-26,23150,-70,23420,23425,23080,238811000000
2013-06-27,23855,705,23455,23900,23440,240211000000
2013-06-28,24170,315,23920,24310,23920,174369000000
2013-07-01,24150,-20,23965,24225,23965,168790000000
2013-07-02,24130,-20,24210,24275,24025,161209000000
2013-07-03,23690,-440,24115,24150,23620,212772000000
2013-07-04,23840,150,23745,23910,23690,111471000000
2013-07-05,23770,-70,24010,24115,23665,105096000000
2013-07-08,23540,-230,23680,23875,23415,160703000000
2013-07-09,23740,200,23700,23760,23475,134977000000
2013-07-10,23560,-180,23770,23795,23495,104131000000
2013-07-11,24380,820,23935,24415,23780,214970000000
2013-07-12,24230,-150,24290,24360,24175,81508000000
2013-07-15,24290,60,24230,24415,23910,166704000000
2013-07-16,24190,-100,24330,24355,24100,111501000000
2013-07-17,24425,235,24220,24595,24020,222290000000
2013-07-18,24240,-185,24400,24400,24195,150304000000
2013-07-19,24215,-25,24330,24360,24025,138784000000
2013-07-22,24290,75,24340,24560,24240,155562000000
2013-07-23,24630,340,24350,24700,24330,180418000000
2013-07-24,24725,95,24620,24750,24585,217756000000
2013-07-25,24725,0,24665,24825,24615,140082000000
2013-07-26,24770,45,24815,24855,24650,80884000000
2013-07-29,24690,-80,24760,24805,24615,87488000000
2013-07-30,24835,175,24700,24860,24630,153457000000
2013-07-31,24775,-60,24800,24870,24720,125507000000
2013-08-01,24800,25,24770,24945,24600,104997000000
2013-08-02,24920,120,24950,25060,24840,131601000000
2013-08-05,24785,-135,24870,24950,24785,122912000000
2013-08-06,24550,-235,24760,24760,24450,143998000000
2013-08-07,24200,-350,24395,24460,24200,137223000000
2013-08-08,24255,55,24230,24440,24175,200425000000
2013-08-09,24265,10,24280,24320,24130,147598000000
2013-08-12,24310,45,24215,24415,24145,70420000000
2013-08-13,24660,350,24355,24685,24340,106746000000
2013-08-14,24835,175,24680,24855,24650,134544000000
2013-08-16,24775,-60,24590,24940,24535,149208000000
2013-08-19,24785,10,24730,24785,24635,154976000000
2013-08-20,24415,-370,24655,24890,24405,156658000000
2013-08-21,24125,-290,24470,24485,24090,196064000000
2013-08-22,23930,-195,23915,24040,23780,307021000000
2013-08-23,24215,285,24045,24290,23980,228337000000
2013-08-26,24480,265,24260,24550,24260,93643000000
2013-08-27,24445,-35,24385,24585,24380,156534000000
2013-08-28,24510,65,24190,24510,24165,141668000000
2013-08-29,24880,370,24550,24950,24540,140312000000
2013-08-30,25075,195,24975,25090,24860,254579000000
2013-09-02,25045,-30,25060,25205,25015,234695000000
2013-09-03,25150,105,25175,25280,25105,185671000000
2013-09-04,25130,-20,25115,25210,24965,121984000000
2013-09-05,25415,285,25250,25480,25180,191468000000
2013-09-06,25490,75,25420,25595,25365,262647000000
2013-09-09,25715,225,25585,25775,25565,322425000000
2013-09-10,26010,295,25790,26010,25745,397280000000
2013-09-11,26095,85,26075,26150,25970,429077000000
2013-09-12,26125,30,26120,26410,26085,633246000000
2013-09-13,25985,-140,26095,26220,25960,375923000000
2013-09-16,26275,290,26225,26410,26225,231738000000
2013-09-17,26140,-135,26250,26250,26050,267753000000
2013-09-23,26195,55,26170,26380,25965,165769000000
2013-09-24,26175,-20,26090,26245,26000,125996000000
2013-09-25,26015,-160,26230,26240,25985,115623000000
2013-09-26,26265,250,25995,26265,25935,149285000000
2013-09-27,26295,30,26320,26330,26190,125041000000
2013-09-30,26075,-220,26110,26225,25980,131575000000
2013-10-01,26110,35,26040,26305,26035,107385000000
2013-10-02,26115,5,26290,26310,26115,131215000000
2013-10-04,26075,-40,26110,26190,25940,191972000000
2013-10-07,26075,0,26110,26195,26025,145160000000
2013-10-08,26235,160,26050,26235,25910,150879000000
2013-10-10,26160,-75,26220,26325,26115,353654000000
2013-10-11,26610,450,26400,26655,26315,211353000000
2013-10-14,26575,-35,26635,26670,26550,241727000000
2013-10-15,26790,215,26700,26935,26700,187039000000
2013-10-16,26810,20,26835,27010,26810,208761000000
2013-10-17,26950,140,27000,27065,26885,149408000000
2013-10-18,27055,105,27045,27085,26975,399658000000
2013-10-21,27085,30,27110,27165,27060,153550000000
2013-10-22,27085,0,27085,27105,26990,205256000000
2013-10-23,26785,-300,27130,27185,26785,197299000000
2013-10-24,26870,85,26785,26870,26680,179062000000
2013-10-25,26670,-200,26875,26875,26545,139137000000
2013-10-28,26900,230,26735,26910,26700,222225000000
2013-10-29,27000,100,26850,27055,26775,257574000000
2013-10-30,27105,105,27090,27110,26885,132327000000
2013-10-31,26700,-405,26975,27015,26700,128726000000
2013-11-01,26770,70,26700,26805,26700,161953000000
2013-11-04,26565,-205,26705,26715,26525,192129000000
2013-11-05,26415,-150,26550,26605,26355,169736000000
2013-11-06,26435,20,26370,26530,26365,136461000000
2013-11-07,26235,-200,26405,26425,26185,194942000000
2013-11-08,26045,-190,26065,26170,26015,174842000000
2013-11-11,26030,-15,26140,26145,25960,155421000000
2013-11-12,26210,180,26065,26295,26040,113576000000
2013-11-13,25725,-485,26180,26180,25725,207620000000
2013-11-14,25855,130,25925,25995,25750,248205000000
2013-11-15,26375,520,26000,26405,25950,140395000000
2013-11-18,26430,55,26495,26530,26390,170193000000
2013-11-19,26735,305,26405,26845,26375,146253000000
2013-11-20,26540,-195,26700,26730,26490,186993000000
2013-11-21,26135,-405,26480,26520,26035,222906000000
2013-11-22,26315,180,26245,26450,26150,290437000000
2013-11-25,26520,205,26435,26755,26435,154656000000
2013-11-26,26620,100,26370,26645,26195,167231000000
2013-11-27,26720,100,26530,26720,26370,252091000000
2013-11-28,26930,210,26840,27020,26840,214324000000
2013-11-29,26940,10,26860,27050,26860,209126000000
2013-12-02,26735,-205,27000,27060,26710,124026000000
2013-12-03,26425,-310,26595,26660,26410,169408000000
2013-12-04,26120,-305,26300,26360,26115,248966000000
2013-12-05,26070,-50,26150,26200,25840,404831000000
2013-12-06,26070,0,26070,26150,26000,301796000000
2013-12-09,26320,250,26335,26395,26260,155214000000
2013-12-10,26255,-65,26320,26325,26190,106957000000
2013-12-11,25970,-285,26150,26360,25915,260876000000
2013-12-12,25965,-5,25865,25965,25720,538358000000
2013-12-13,25760,-205,25950,25950,25570,501640000000
2013-12-16,25770,10,25730,25875,25630,302171000000
2013-12-17,25880,110,25980,26060,25835,159417000000
2013-12-18,26030,150,25905,26115,25875,128906000000
2013-12-19,26000,-30,26300,26395,25905,165503000000
2013-12-20,26070,70,25980,26170,25960,123965000000
2013-12-23,26330,260,26210,26385,26070,230396000000
2013-12-24,26395,65,26385,26475,26300,233108000000
2013-12-26,26355,-40,26445,26500,26330,295375000000
2013-12-27,26560,205,26370,26605,26320,128943000000
2013-12-30,26660,100,26645,26660,26545,134351000000
2014-01-02,25910,-750,26720,26740,25910,329765000000
2014-01-03,25660,-250,25900,25920,25500,407106000000
2014-01-06,25735,75,25665,25885,25595,465952000000
2014-01-07,25810,75,25640,25910,25605,131893000000
2014-01-08,25810,0,25875,25925,25640,167162000000
2014-01-09,25675,-135,25795,25840,25665,192260000000
2014-01-10,25465,-210,25560,25755,25360,275275000000
2014-01-13,25630,165,25540,25690,25510,306965000000
2014-01-14,25595,-35,25560,25835,25455,173839000000
